id,content,keywords
334071,zero knowledge is good not much defi though,"['decentralized finance', 'defi']"
334073,1 year lockup followed by 6 months of linear vesting moneys on them getting rekt eventually,"['“wrecked” (meaning major losses)', 'rekt']"
334086,does anyone knows app to zap eth to univ3 ntf in one tx,"['ether (also known as ethereum)', 'eth']"
334090,this is how i understand it they are basically printing money where collateral is liquidity but who reasonable would provide liquidity to it decentralization aint big enough aspect compared to the risk of it going to 0 compared to usdc or usdt imo,"['usd coin (stablecoin)', 'usdc', 'tether', 'usdt', 'understand', 'basically', 'printing', 'money', 'collateral', 'liquidity', 'reasonable', 'provide', 'liquidity', 'decentralization', 'ai', 'nt', 'big', 'aspect', 'compared', 'risk', 'going', '0', 'compared', 'usdc', 'usdt', 'imo']"
334118,does anyone know who was the other party in this trade from the crypto relief fund they reportedly traded usdc for usd,"['usd coin (stablecoin)', 'usdc']"
334120,ig they didnt really trade with anyone but just redeemed usdc for usd,"['usd coin (stablecoin)', 'usdc']"
334160,but at the same time snx collateralized susd by the same cdp algo or am i too low iq pleb sorry for spamming with such q just curious what is not allowed in defi and whythanks,"['decentralized finance', 'defi']"
334189,what do you mean exactly on synapse you can define a destination address ie using addy a to bridge to a different change and send it to addy b,"['address', 'addy', 'address', 'addy', 'mean', 'exactly', 'synapse', 'define', 'destination', 'address', 'ie', 'addy', 'bridge', 'different', 'change', 'send', 'addy', 'b']"
334190,yea i guess i didnt see that information in the logs of the transaction or maybe i missed it but if you use the syn api it shows who initiated the transaction,"['application programming interface', 'api']"
334202,thank you ended up using the synapse api and like you said was super easy to find the originator great api by the way,"['application programming interface', 'api', 'application programming interface', 'api', 'thank', 'ended', 'synapse', 'api', 'like', 'said', 'super', 'easy', 'find', 'originator', 'great', 'api', 'way']"
334220,taxes depositing eth to aave and receiving aeth clearly tax laws at least in the us are dogshit and have yet to apply to defii can get down with a capital gain or loss when it comes to trading to another token coin or usd on a cex that makes sense i had x and i got y i made a gain or a losswhen it comes to platforms like aave yes my eth is in a smart contract and i received aeth as a marker or recepit but i never actually disposed of the eth since only my pks can retrieve the eth when i burn the aeth looking at it through the lense of a 90 year old dinosaur in congress i can see why aeth looks like a new token but its not how do you guys treat this on your taxes if this was actually the law of the land defi wouldnt function imagine someone with eth from 2015 using thier assets to get a loan like people use stocks to get loans in tardfi and now they have a massive capital gain bc they got a receipt token but where is the capital gain they didnt get usd and they didnt dispose of their 2015 eth,"['ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'decentralized finance', 'defi', 'ether (also known as ethereum)', 'eth', 'ether (also known as ethereum)', 'eth', 'taxes', 'depositing', 'eth', 'aave', 'receiving', 'aeth', 'clearly', 'tax', 'laws', 'dogshit', 'apply', 'defii', 'capital', 'gain', 'loss', 'comes', 'trading', 'token', 'coin', 'usd', 'cex', 'makes', 'sense', 'x', 'got', 'y', 'gain', 'losswhen', 'comes', 'platforms', 'like', 'aave', 'yes', 'eth', 'smart', 'contract', 'received', 'aeth', 'marker', 'recepit', 'actually', 'disposed', 'eth', 'pks', 'retrieve', 'eth', 'burn', 'aeth', 'looking', 'lense', '90', 'year', 'old', 'dinosaur', 'congress', 'aeth', 'looks', 'like', 'new', 'token', 'guys', 'treat', 'taxes', 'actually', 'law', 'land', 'defi', 'nt', 'function', 'imagine', 'eth', '2015', 'thier', 'assets', 'loan', 'like', 'people', 'use', 'stocks', 'loans', 'tardfi', 'massive', 'capital', 'gain', 'bc', 'got', 'receipt', 'token', 'capital', 'gain', 'nt', 'usd', 'nt', 'dispose', '2015', 'eth']"
334226,i usually choose the middle of road one if irs wants to audit my many wallets across 8 chains from staking buying lping farming etc then feel free,"['ethereum classic', 'etc']"
334255,its basically a dca where the output balance tokens sold per period will always be the same but the input balance out towards buying can vary modifying the effective final price completely oracleless the one mentioned above seems to have some sort of price reference,"['dollar cost averaging', 'dca']"
334273,gm everyone have important questions with regard to the pnd of lobsterdao collection pieces i want them to be worth 10 eth floor minimum so doing a live discussion on howhere,"['pump-and-dump scheme', 'pnd', 'ether (also known as ethereum)', 'eth', 'gm', 'important', 'questions', 'regard', 'pnd', 'lobsterdao', 'collection', 'pieces', 'want', 'worth', '10', 'eth', 'floor', 'minimum', 'live', 'discussion', 'howhere']"
334353,hi guys do you think stargate will significantly diminish the role of bridges like multi syn etc at least for major cross chain assets and stable coins,"['ethereum classic', 'etc']"
334355,especially the synthetic asset bridges with their anyn tokens have a certain lock in effect and the market is complex different gtms niches to focus on etc,"['ethereum classic', 'etc']"
334356,because amm and defi can integrated directly to stargate via layer zero and in their paper their value proposition is to make bridges obselete but i agree with you it can kill bridges as it can have every assets only stable coins and majors like eth wbtc etc,"['decentralized finance', 'defi', 'ether (also known as ethereum)', 'eth', 'ethereum classic', 'etc', 'amm', 'defi', 'integrated', 'directly', 'stargate', 'layer', 'zero', 'paper', 'value', 'proposition', 'bridges', 'obselete', 'agree', 'kill', 'bridges', 'assets', 'stable', 'coins', 'majors', 'like', 'eth', 'wbtc', 'etc']"
334374,yes you can you can try with ama airdrop commod etc,"['ask me anything', 'ama', 'ethereum classic', 'etc', 'yes', 'try', 'ama', 'airdrop', 'commod', 'etc']"
334375,you can start as community manager for some project translate materials test products support users with productsor you can start learning programming and solidityi wish you good luck with learningalso im suggesting to finish such convo here since youre asking very basic questions and here we have more defi experienced audience and discussions topics thanks,"['decentralized finance', 'defi']"
334381,kk thank you i tried a little cryptozombies but was having problems understanding someof the references etc,"['ethereum classic', 'etc']"
334387,thanks alex but i was already familiar with this i can of course use cmc but i need to manually check each month i was hoping for a tool that would visually show how mc positions have changed through the years,"['coinmarketcap', 'cmc']"
334389,should be pretty simple to do with their ohlcv api will be surprised if it didnt already have an google sheets integration,"['application programming interface', 'api']"
334392,do kwon was mentioning thorchain in a twitter spaces last night and now i see that on monday a native luna eth swap pool goes live on thorswap wonder if there is any correlation,"['ether (also known as ethereum)', 'eth']"
